Fund Name,Category,Subcategory,Plan,isin,scheme_code,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),YTM (%),Macaulay Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),ytm_score,duration_score,maturity_score,credit_score,total_score,fund_rating,Top Holdings Count,Fund URL
ABSL CRISIL IBX 50:50 Gilt+SDL Apr 2028 Index Reg,debt,Target Maturity,Regular,INF209KB12N5,150703,4.99,7.22,,Debt: Target Maturity,4.96,7.18,,6.78,1.59,GOI/Cash,1.68,5,7,8,10,30,Good,24,https://www.valueresearchonline.com/funds/42599/
ABSL CRISIL IBX 60:40 SDL+ AAA PSU Apr 2026 Index Reg,debt,Target Maturity,Regular,INF209KB18O0,150936,,,,,,,,,,Cash,,,,,,,N/A,0,https://www.valueresearchonline.com/funds/42830/
ABSL CRISIL IBX 60:40 SDL+AAA PSU-Apr 2027 Reg,debt,Target Maturity,Regular,INF209KB17H6,150351,5.72,7.11,,Debt: Target Maturity,4.96,7.18,,6.88,0.62,AAA,0.63,5,9,9,9,32,Good,25,https://www.valueresearchonline.com/funds/42262/
ABSL CRISIL IBX Gilt Apr 2028 Index Reg,debt,Target Maturity,Regular,INF209KB19T7,151583,5,6.72,,Debt: Target Maturity,4.96,7.18,,6.26,1.45,GOI/Cash,1.54,3,8,8,10,29,Good,3,https://www.valueresearchonline.com/funds/43264/
ABSL CRISIL IBX Gilt April 2033 Index Reg,debt,Target Maturity,Regular,INF209KB17Y1,152268,4.1,,,Debt: Target Maturity,4.96,,,7.08,5.13,GOI/Cash,6.48,6,3,5,10,24,Average,1,https://www.valueresearchonline.com/funds/43981/
ABSL CRISIL IBX Gilt June 2027 Index Reg,debt,Target Maturity,Regular,INF209KC1050,152660,5.26,,,Debt: Target Maturity,4.96,,,6.12,0.96,GOI/Cash,1.01,2,9,8,10,29,Good,1,https://www.valueresearchonline.com/funds/44341/
ABSL CRISIL IBX Gilt-Apr 2029 Index Reg,debt,Target Maturity,Regular,INF209KB10O7,150777,5,7.42,,Debt: Target Maturity,4.96,7.18,,6.61,2.58,GOI/Cash,2.8,4,6,7,10,27,Average,8,https://www.valueresearchonline.com/funds/42683/
ABSL CRISIL IBX Gilt-April 2026 Index Reg,debt,Target Maturity,Regular,INF209KB18M4,150701,,,,,,,,,,Cash,,,,,,,N/A,0,https://www.valueresearchonline.com/funds/42595/
ABSL CRISIL IBX SDL Jun 2032 Index Reg,debt,Target Maturity,Regular,INF209KB12S4,151428,3.74,7,,Debt: Target Maturity,4.96,7.18,,7.57,4.55,GOI/Cash,5.59,8,4,5,10,27,Average,11,https://www.valueresearchonline.com/funds/43136/
ABSL CRISIL-IBX AAA Fin Srvices Index-Sep 2027 Reg,debt,Target Maturity,Regular,INF209KC1316,153033,6.04,,,Debt: Target Maturity,4.96,,,7.99,1.03,AAA,1.08,8,8,8,9,33,Good,12,https://www.valueresearchonline.com/funds/44683/
ABSL CRISIL-IBX AAA NBFC-HFC Index-Sep 2026 Reg,debt,Target Maturity,Regular,INF209KC1233,152945,6.59,,,Debt: Target Maturity,4.96,,,7.31,0.12,AAA,0.13,7,10,10,9,36,Good,9,https://www.valueresearchonline.com/funds/44614/
ABSL Nifty SDL Apr 2027 Reg,debt,Target Maturity,Regular,INF209KB19E9,149792,5.41,7,,Debt: Target Maturity,4.96,7.18,,6.1,0.54,GOI/Cash,0.55,2,9,9,10,30,Good,25,https://www.valueresearchonline.com/funds/42025/
ABSL Nifty SDL Sep 2027 Index Reg,debt,Target Maturity,Regular,INF209KB14T8,151560,5.39,7.2,,Debt: Target Maturity,4.96,7.18,,6.69,1.15,GOI/Cash,1.19,4,8,8,10,30,Good,10,https://www.valueresearchonline.com/funds/43268/
ABSL SDL + PSU Bond Sep 2026 60:40 Reg,debt,Target Maturity,Regular,INF209KB16B1,149198,5.74,7.03,,Debt: Target Maturity,4.96,7.18,,6.44,0.19,AAA,0.19,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/41724/
Axis CRISIL IBX 50:50 Gilt Plus SDL Jun 2028 Index Reg,debt,Target Maturity,Regular,INF846K013N1,151297,4.98,7.2,,Debt: Target Maturity,4.96,7.18,,6.93,1.73,GOI/Cash,1.85,4,7,8,10,29,Good,9,https://www.valueresearchonline.com/funds/43025/
Axis CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Reg,debt,Target Maturity,Regular,INF846K015O4,151433,5.34,7.13,,Debt: Target Maturity,4.96,7.18,,6.42,1.02,GOI/Cash,1.07,3,8,8,10,29,Good,8,https://www.valueresearchonline.com/funds/43144/
Axis CRISIL IBX SDL May 2027 Reg,debt,Target Maturity,Regular,INF846K010H9,149872,5.6,7.35,,Debt: Target Maturity,4.96,7.18,,6.48,0.88,GOI/Cash,0.9,3,9,9,10,31,Good,25,https://www.valueresearchonline.com/funds/42094/
Axis CRISIL-IBX AAA Bond Fin Srvices-Sep 2027 Index Reg,debt,Target Maturity,Regular,INF846K014Y6,153050,5.75,,,Debt: Target Maturity,4.96,,,7.84,1.05,AAA,1.12,7,8,8,9,32,Good,13,https://www.valueresearchonline.com/funds/44718/
Axis CRISIL-IBX AAA Bond NBFC-HFC-Jun 2027 Index Reg,debt,Target Maturity,Regular,INF846K016Z8,153174,6.12,,,Debt: Target Maturity,4.96,,,7.36,0.67,AAA,0.69,8,9,8,9,34,Good,11,https://www.valueresearchonline.com/funds/44814/
Axis CRISIL-IBX AAA Bond NBFC-Jun 2027 Index Reg,debt,Target Maturity,Regular,INF846K016X3,152886,5.99,,,Debt: Target Maturity,4.96,,,7.97,0.9,AAA,0.93,8,9,8,9,34,Good,21,https://www.valueresearchonline.com/funds/44560/
Axis Nifty AAA Bond + SDL Apr 2026 50:50 ETF FoF Reg,debt,Target Maturity,Regular,INF846K011D6,149245,,,,,,,,,,Cash,,,,,,,N/A,0,https://www.valueresearchonline.com/funds/41764/
Axis Nifty SDL September 2026 Debt Index Reg,debt,Target Maturity,Regular,INF846K011L9,150851,5.6,7.12,,Debt: Target Maturity,4.96,7.18,,5.86,0.25,GOI/Cash,0.25,1,10,10,10,31,Good,9,https://www.valueresearchonline.com/funds/42737/
BHARAT Bond ETF FOF-April 2032 Reg*,debt,Target Maturity,Regular,INF754K01NV1,149399,4,7.25,,Debt: Target Maturity,4.96,7.18,,7.68,4.73,AAA,5.71,8,4,5,9,26,Average,1,https://www.valueresearchonline.com/funds/41898/
BHARAT Bond ETF FOF-April 2033 Reg*,debt,Target Maturity,Regular,INF754K01QY8,150991,3.54,7.19,,Debt: Target Maturity,4.96,7.18,,7.63,5.26,AAA,6.57,8,3,5,9,25,Average,1,https://www.valueresearchonline.com/funds/42894/
BHARAT Bond FOF-April 2030 Reg*,debt,Target Maturity,Regular,INF754K01KV7,147854,4.84,7.31,6.56,Debt: Target Maturity,4.96,7.18,6.36,7.64,3.12,AAA,3.51,7,5,6,9,27,Average,1,https://www.valueresearchonline.com/funds/40488/
BHARAT Bond FOF-April 2031 Reg*,debt,Target Maturity,Regular,INF754K01LL6,148452,4.53,7.36,6.43,Debt: Target Maturity,4.96,7.18,6.36,7.65,3.99,AAA,4.64,8,4,6,9,27,Average,1,https://www.valueresearchonline.com/funds/41065/
Bandhan CRISIL IBX 90:10 SDL+Gilt-April 2032 Index Reg,debt,Target Maturity,Regular,INF194KB1EQ5,150873,4,7.29,,Debt: Target Maturity,4.96,7.18,,5.91,0.34,GOI/Cash,0.34,7,4,5,10,26,Average,25,https://www.valueresearchonline.com/funds/42789/
Bandhan CRISIL IBX 90:10 SDL+Gilt-November 2026 Index Reg,debt,Target Maturity,Regular,INF194KB1EW3,150869,5.51,7.03,,Debt: Target Maturity,4.96,7.18,,7.58,,GOI/Cash,,1,10,10,10,31,Good,17,https://www.valueresearchonline.com/funds/42785/
Bandhan CRISIL IBX 90:10 SDL+Gilt-September 2027 Index Reg,debt,Target Maturity,Regular,INF194KB1FC2,150890,5.3,7.21,,Debt: Target Maturity,4.96,7.18,,6.79,1.12,GOI/Cash,1.18,3,8,8,10,29,Good,12,https://www.valueresearchonline.com/funds/42818/
Bandhan CRISIL IBX Gilt April 2028 Index Reg,debt,Target Maturity,Regular,INF194KB1BS7,148790,5.24,7.08,6.04,Debt: Target Maturity,4.96,7.18,6.36,6.21,1.39,GOI/Cash,1.48,2,7,8,10,27,Average,4,https://www.valueresearchonline.com/funds/41370/
Bandhan CRISIL IBX Gilt June 2027 Index Reg,debt,Target Maturity,Regular,INF194KB1BL2,148786,5.35,6.95,5.9,Debt: Target Maturity,4.96,7.18,6.36,6.12,0.93,GOI/Cash,0.97,1,8,8,10,27,Average,4,https://www.valueresearchonline.com/funds/41374/
Bandhan CRISIL-IBX 10:90 Gilt + SDL Index-Dec 2029 Reg,debt,Target Maturity,Regular,INF194KB1JO9,153391,3.99,,,Debt: Target Maturity,4.96,,,6.73,3.08,GOI/Cash,3.51,3,5,6,10,24,Average,1,https://www.valueresearchonline.com/funds/45032/
Bandhan Crisil IBX Gilt April 2026 Index Reg,debt,Target Maturity,Regular,INF194KB1EK8,150744,,,,,,,,5.15,0.01,CASH,0.01,,,,,,N/A,0,https://www.valueresearchonline.com/funds/42667/
Bandhan Crisil IBX Gilt April 2032 Index Reg,debt,Target Maturity,Regular,INF194KB1FI9,151409,4.3,7.42,,Debt: Target Maturity,4.96,7.18,,6.96,4.59,GOI/Cash,5.51,5,4,5,10,24,Average,2,https://www.valueresearchonline.com/funds/43148/
Baroda BNP Paribas NIFTY SDL December 2028 Index Reg,debt,Target Maturity,Regular,INF251K01RO4,151576,4.25,7.09,,Debt: Target Maturity,4.96,7.18,,7.12,2.2,GOI/Cash,2.46,5,6,7,10,28,Good,4,https://www.valueresearchonline.com/funds/43303/
Baroda BNP Paribas Nifty SDL December 2026 Index Reg,debt,Target Maturity,Regular,INF251K01RI6,151279,5.35,7.02,,Debt: Target Maturity,4.96,7.18,,5.93,0.51,GOI/Cash,0.53,1,9,9,10,29,Good,5,https://www.valueresearchonline.com/funds/43044/
DSP CRISIL-IBX 50:50 Gilt Plus SDL-April 2033 Index Reg,debt,Target Maturity,Regular,INF740KA1RY1,151327,3.47,7.11,,Debt: Target Maturity,4.96,7.18,,7.34,5.1,GOI/Cash,6.42,7,3,5,10,25,Average,11,https://www.valueresearchonline.com/funds/43068/
DSP Nifty SDL + G-Sec Jun 2028 30:70 Reg,debt,Target Maturity,Regular,INF740KA1QS5,149968,5.21,7.23,,Debt: Target Maturity,4.96,7.18,,6.42,1.63,GOI/Cash,1.75,3,7,8,10,28,Good,25,https://www.valueresearchonline.com/funds/42185/
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Reg,debt,Target Maturity,Regular,INF740KA1SE1,151370,5.37,7.18,,Debt: Target Maturity,4.96,7.18,,6.28,1.17,GOI/Cash,1.23,3,8,8,10,29,Good,10,https://www.valueresearchonline.com/funds/43111/
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Reg,debt,Target Maturity,Regular,INF754K01PB8,150720,2.26,6.88,,Debt: Target Maturity,4.96,7.18,,7.55,7.46,GOI/Cash,10.38,8,2,3,10,23,Average,14,https://www.valueresearchonline.com/funds/42587/
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Reg,debt,Target Maturity,Regular,INF754K01PJ1,150771,5.38,7.05,,Debt: Target Maturity,4.96,7.18,,6.25,0.9,GOI/Cash,0.91,2,9,8,10,29,Good,7,https://www.valueresearchonline.com/funds/42635/
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Reg,debt,Target Maturity,Regular,INF754K01PR4,150848,4.82,7.16,,Debt: Target Maturity,4.96,7.18,,6.84,1.76,GOI/Cash,1.84,4,7,8,10,29,Good,6,https://www.valueresearchonline.com/funds/42707/
Edelweiss CRISIL IBX AAA Fin Srvices Bond-Jan 2028 Index Reg,debt,Target Maturity,Regular,INF754K01TT2,153130,5.88,,,Debt: Target Maturity,4.96,,,7.93,1.32,AAA,1.39,8,8,8,9,33,Good,14,https://www.valueresearchonline.com/funds/44746/
Edelweiss CRISIL-IBX AAA Bond NBFC-HFC-Jun 2027 Index Reg,debt,Target Maturity,Regular,INF754K01UK9,153334,6.23,,,Debt: Target Maturity,4.96,,,8.08,0.93,AAA,0.96,8,9,8,9,34,Good,14,https://www.valueresearchonline.com/funds/44974/
Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Reg,debt,Target Maturity,Regular,INF754K01LZ6,148797,,,,,,,,,,Cash,,,,,,,N/A,0,https://www.valueresearchonline.com/funds/41378/
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Reg,debt,Target Maturity,Regular,INF754K01MP5,149249,5.45,7.07,,Debt: Target Maturity,4.96,7.18,,7.12,0.77,AAA,0.77,4,9,9,9,31,Good,25,https://www.valueresearchonline.com/funds/41768/
HDFC NIFTY G-Sec Jun 2036 Index Reg,debt,Target Maturity,Regular,INF179KC1FT4,151490,3.45,7.42,,Debt: Target Maturity,4.96,7.18,,7.14,7.14,GOI/Cash,9.86,6,2,4,10,22,Average,2,https://www.valueresearchonline.com/funds/43250/
HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Reg,debt,Target Maturity,Regular,INF179KC1GB0,151571,5.52,7.15,,Debt: Target Maturity,4.96,7.18,,6.25,0.89,GOI/Cash,0.93,3,9,9,10,31,Good,10,https://www.valueresearchonline.com/funds/43337/
HDFC Nifty G-Sec Apr 2029 Index Reg,debt,Target Maturity,Regular,INF179KC1FR8,151496,5,7.4,,Debt: Target Maturity,4.96,7.18,,6.63,2.61,GOI/Cash,2.86,4,6,7,10,27,Average,2,https://www.valueresearchonline.com/funds/43248/
HDFC Nifty G-Sec July 2031 Index Reg,debt,Target Maturity,Regular,INF179KC1EI0,150846,4.54,7.5,,Debt: Target Maturity,4.96,7.18,,6.97,4.26,GOI/Cash,5.01,5,4,5,10,24,Average,6,https://www.valueresearchonline.com/funds/42763/
HDFC Nifty G-Sec Jun 2027 Index Reg,debt,Target Maturity,Regular,INF179KC1EK6,151180,5.45,7.06,,Debt: Target Maturity,4.96,7.18,,6.16,0.98,GOI/Cash,1.03,2,9,8,10,29,Good,2,https://www.valueresearchonline.com/funds/42926/
HDFC Nifty G-Sec Sep 2032 Index Reg,debt,Target Maturity,Regular,INF179KC1EM2,151182,4.12,7.44,,Debt: Target Maturity,4.96,7.18,,7.1,5,GOI/Cash,6.19,6,3,5,10,24,Average,4,https://www.valueresearchonline.com/funds/42928/
HDFC Nifty G-sec Dec 2026 Index Reg,debt,Target Maturity,Regular,INF179KC1EG4,150844,5.41,6.87,,Debt: Target Maturity,4.96,7.18,,5.77,0.42,GOI/Cash,0.42,1,10,10,10,31,Good,4,https://www.valueresearchonline.com/funds/42761/
HDFC Nifty SDL Oct 2026 Index Reg,debt,Target Maturity,Regular,INF179KC1FJ5,151455,5.52,7.03,,Debt: Target Maturity,4.96,7.18,,5.71,0.22,GOI/Cash,0.22,1,10,10,10,31,Good,25,https://www.valueresearchonline.com/funds/43193/
HSBC CRISIL IBX 50:50 Gilt+SDL Apr 2028 Reg,debt,Target Maturity,Regular,INF336L01QK1,149963,5.11,7.18,,Debt: Target Maturity,4.96,7.18,,6.79,1.61,GOI/Cash,1.71,4,7,8,10,29,Good,25,https://www.valueresearchonline.com/funds/42189/
HSBC CRISIL IBX Gilt June 2027 Index Reg,debt,Target Maturity,Regular,INF336L01QW6,151480,5.41,6.97,,Debt: Target Maturity,4.96,7.18,,6.12,0.94,GOI/Cash,0.99,2,8,8,10,28,Good,4,https://www.valueresearchonline.com/funds/43205/
ICICI Pru Nifty G-Sec Dec 2030 Index,debt,Target Maturity,Regular,INF109KC15K4,150732,4.56,7.39,,Debt: Target Maturity,4.96,7.18,,6.84,3.66,GOI/Cash,4.43,5,5,6,10,26,Average,7,https://www.valueresearchonline.com/funds/42649/
ICICI Pru Nifty PSU Bond + SDL Sep 2027 40:60 Index,debt,Target Maturity,Regular,INF109KC1S13,149208,5.24,7.15,,Debt: Target Maturity,4.96,7.18,,7.24,1.12,AAA,1.18,5,8,8,9,30,Good,25,https://www.valueresearchonline.com/funds/41728/
ICICI Pru Nifty SDL Dec 2028 Index,debt,Target Maturity,Regular,INF109KC11L1,150728,4.46,7.3,,Debt: Target Maturity,4.96,7.18,,7.38,2.21,GOI/Cash,2.46,6,6,7,10,29,Good,25,https://www.valueresearchonline.com/funds/42645/
ICICI Pru Nifty SDL Sep 2026 Index,debt,Target Maturity,Regular,INF109KC10P4,151208,5.44,6.97,,Debt: Target Maturity,4.96,7.18,,5.76,0.23,GOI/Cash,0.24,1,10,10,10,31,Good,19,https://www.valueresearchonline.com/funds/42952/
ICICI Pru Nifty SDL Sep 2027 Index,debt,Target Maturity,Regular,INF109KC11B2,149998,5.35,7.31,,Debt: Target Maturity,4.96,7.18,,6.86,1.13,GOI/Cash,1.18,4,8,8,10,30,Good,25,https://www.valueresearchonline.com/funds/42227/
Invesco India Nifty G-sec Jul 2027 Index Reg,debt,Target Maturity,Regular,INF205KA1759,151590,5.5,7.1,,Debt: Target Maturity,4.96,7.18,,6.14,0.95,GOI/Cash,1,2,8,8,10,28,Good,3,https://www.valueresearchonline.com/funds/43343/
Invesco India Nifty G-sec Sep 2032 Index Reg,debt,Target Maturity,Regular,INF205KA1791,151594,4.31,7.53,,Debt: Target Maturity,4.96,7.18,,7.01,4.7,GOI/Cash,5.74,6,4,5,10,25,Average,3,https://www.valueresearchonline.com/funds/43347/
Kotak CRISIL IBX AAA Financial Services Index-Sep 2027 Reg,debt,Target Maturity,Regular,INF174KA1SW8,152866,5.85,,,Debt: Target Maturity,4.96,,,8.02,1.14,AAA,1.22,9,8,8,9,34,Good,17,https://www.valueresearchonline.com/funds/44549/
Kotak CRISIL-IBX AAA Bond Fin Srvices Index-Dec 2026 Reg,debt,Target Maturity,Regular,INF174KA1VA8,153311,6.15,,,Debt: Target Maturity,4.96,,,7.87,0.4,AAA,0.4,8,10,10,9,37,Good,17,https://www.valueresearchonline.com/funds/44940/
Kotak Nifty AAA Bond Financial Services Mar 2028 Index Reg,debt,Target Maturity,Regular,INF174KA1WV2,153683,,,,Debt: Target Maturity,,,,7.97,1.47,AAA,1.55,8,8,8,9,33,Good,12,https://www.valueresearchonline.com/funds/45289/
Kotak Nifty G-Sec July 2033 Index Reg,debt,Target Maturity,Regular,INF174KA1PG7,152100,3.96,,,Debt: Target Maturity,4.96,,,7.08,5.09,GOI/Cash,6.39,6,3,5,10,24,Average,2,https://www.valueresearchonline.com/funds/43808/
Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Reg,debt,Target Maturity,Regular,INF174KA1II8,149852,5.65,7.28,,Debt: Target Maturity,4.96,7.18,,6.35,0.74,GOI/Cash,0.76,3,9,9,10,31,Good,25,https://www.valueresearchonline.com/funds/42082/
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Reg,debt,Target Maturity,Regular,INF174KA1IO6,149862,3.84,7.15,,Debt: Target Maturity,4.96,7.18,,7.7,4.56,GOI/Cash,5.61,8,4,5,10,27,Average,25,https://www.valueresearchonline.com/funds/42086/
Kotak Nifty SDL Jul 2026 Index Reg,debt,Target Maturity,Regular,INF174KA1KZ8,151216,5.41,6.88,,Debt: Target Maturity,4.96,7.18,,5.61,0.11,GOI/Cash,0.11,1,10,10,10,31,Good,6,https://www.valueresearchonline.com/funds/42956/
Kotak Nifty SDL Jul 2033 Index Reg,debt,Target Maturity,Regular,INF174KA1MG4,151417,2.82,6.84,,Debt: Target Maturity,4.96,7.18,,7.73,5.12,GOI/Cash,6.53,8,3,5,10,26,Average,12,https://www.valueresearchonline.com/funds/43164/
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Reg,debt,Target Maturity,Regular,INF174KA1JQ9,150723,4.91,7.16,,Debt: Target Maturity,4.96,7.18,,7.45,1.72,AAA,1.83,7,7,8,9,31,Good,25,https://www.valueresearchonline.com/funds/42641/
Mirae Asset CRISIL IBX Gilt Index-April 2033 Index Reg,debt,Target Maturity,Regular,INF769K01IU1,150790,3.7,7.15,,Debt: Target Maturity,4.96,7.18,,7.06,5.2,GOI/Cash,6.25,6,3,5,10,24,Average,6,https://www.valueresearchonline.com/funds/42695/
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Reg,debt,Target Maturity,Regular,INF769K01JA1,150786,,,,,,,,5.14,0.01,Cash,0.01,,,,,,N/A,0,https://www.valueresearchonline.com/funds/42699/
Mirae Asset Nifty SDL Jun 2027 Index Reg,debt,Target Maturity,Regular,INF769K01IE5,150360,5.5,7.31,,Debt: Target Maturity,4.96,7.18,,6.56,0.94,GOI/Cash,0.94,4,9,9,10,32,Good,25,https://www.valueresearchonline.com/funds/42236/
Mirae Asset Nifty SDL June 2028 Index Reg,debt,Target Maturity,Regular,INF769K01JW5,151694,4.71,7.13,,Debt: Target Maturity,4.96,7.18,,7.26,1.82,GOI/Cash,1.9,7,7,8,10,32,Good,16,https://www.valueresearchonline.com/funds/43393/
Nippon India CRISIL IBX AAA Fin Srvices-Dec 2026 Index Reg,debt,Target Maturity,Regular,INF204KC1DJ9,152994,6.36,,,Debt: Target Maturity,4.96,,,7.92,0.37,AAA,0.38,8,10,10,9,37,Good,18,https://www.valueresearchonline.com/funds/44652/
Nippon India CRISIL IBX AAA Fin Srvices-Jan 2028 Index Reg,debt,Target Maturity,Regular,INF204KC1DP6,152998,5.7,,,Debt: Target Maturity,4.96,,,7.98,1.39,AAA,1.46,8,8,8,9,33,Good,16,https://www.valueresearchonline.com/funds/44656/
Nippon India Nifty AAA CPSE Bond + SDL-Apr 2027 Mtrty 60:40 Reg,debt,Target Maturity,Regular,INF204KC1493,150011,5.72,7.13,,Debt: Target Maturity,4.96,7.18,,7.16,0.61,AAA,0.62,6,9,9,9,33,Good,25,https://www.valueresearchonline.com/funds/42219/
Nippon India Nifty AAA PSU Bond+SDL-Sep 2026 Mtrty 50:50 Index Reg,debt,Target Maturity,Regular,INF204KC1659,150752,5.77,6.97,,Debt: Target Maturity,4.96,7.18,,6.53,0.18,AAA,0.18,4,10,10,9,33,Good,25,https://www.valueresearchonline.com/funds/42661/
Nippon India Nifty G-Sec Jun 2036 Mtrty Index Reg,debt,Target Maturity,Regular,INF204KC1998,150923,3.27,7.34,,Debt: Target Maturity,4.96,7.18,,7.13,7.09,GOI/Cash,9.74,6,2,4,10,22,Average,4,https://www.valueresearchonline.com/funds/42826/
Nippon India Nifty G-Sec Oct 2028 Mtrty Index Reg,debt,Target Maturity,Regular,INF204KC1AL1,151439,5,7.21,,Debt: Target Maturity,4.96,7.18,,6.44,2.02,GOI/Cash,2.17,3,6,7,10,26,Average,4,https://www.valueresearchonline.com/funds/43173/
Nippon India Nifty G-Sec Sep 2027 Mtrty Index Reg,debt,Target Maturity,Regular,INF204KC1857,150904,5.37,7.01,,Debt: Target Maturity,4.96,7.18,,6.17,1.03,GOI/Cash,1.09,2,8,8,10,28,Good,3,https://www.valueresearchonline.com/funds/42814/
Nippon India Nifty SDL Plus G-Sec-Jun 2028 Mtrty 70:30 Index Reg,debt,Target Maturity,Regular,INF204KC1717,150825,5.01,7.23,,Debt: Target Maturity,4.96,7.18,,6.98,1.61,GOI/Cash,1.73,5,7,8,10,30,Good,25,https://www.valueresearchonline.com/funds/42733/
Nippon India Nifty SDL Plus G-Sec-Jun 2029 Mtrty 70:30 Index Reg,debt,Target Maturity,Regular,INF204KC1AF3,151392,4.79,7.39,,Debt: Target Maturity,4.96,7.18,,7.19,2.51,GOI/Cash,2.79,6,6,7,10,29,Good,25,https://www.valueresearchonline.com/funds/43169/
PGIM India CRISIL IBX Gilt Index-Apr 2028 Reg,debt,Target Maturity,Regular,INF663L01X54,151404,5.07,6.98,,Debt: Target Maturity,4.96,7.18,,6.24,1.39,GOI/Cash,1.45,2,8,8,10,28,Good,3,https://www.valueresearchonline.com/funds/43156/
SBI CPSE Bond + SDL Sep 2026 50:50 Reg,debt,Target Maturity,Regular,INF200KA10D1,149472,5.79,7.02,,Debt: Target Maturity,4.96,7.18,,6.6,0.18,AAA,0.19,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/41948/
SBI CRISIL IBX Gilt Index-April 2029 Reg,debt,Target Maturity,Regular,INF200KA15Q2,150707,4.93,7.33,,Debt: Target Maturity,4.96,7.18,,6.6,2.58,GOI/Cash,2.82,4,6,7,10,27,Average,1,https://www.valueresearchonline.com/funds/42611/
SBI CRISIL IBX Gilt Index-June 2036 Reg,debt,Target Maturity,Regular,INF200KA19P6,150683,3.38,7.27,,Debt: Target Maturity,4.96,7.18,,7.15,7.19,GOI/Cash,9.93,7,2,3,10,22,Average,1,https://www.valueresearchonline.com/funds/42591/
SBI CRISIL IBX SDL Index-September 2027 Reg,debt,Target Maturity,Regular,INF200KA11R9,150712,5.32,7.25,,Debt: Target Maturity,4.96,7.18,,6.85,1.14,GOI/Cash,1.19,4,8,8,10,30,Good,19,https://www.valueresearchonline.com/funds/42615/
Tata Nifty G-Sec Dec 2026 Index Reg,debt,Target Maturity,Regular,INF277KA1828,151306,5.29,6.76,,Debt: Target Maturity,4.96,7.18,,5.79,0.45,GOI/Cash,0.45,1,10,10,10,31,Good,2,https://www.valueresearchonline.com/funds/43056/
Tata Nifty G-Sec Dec 2029 Index Reg,debt,Target Maturity,Regular,INF277KA1760,151275,4.74,7.28,,Debt: Target Maturity,4.96,7.18,,6.69,2.83,GOI/Cash,3.16,4,6,6,10,26,Average,2,https://www.valueresearchonline.com/funds/43009/
Tata Nifty SDL+AAA PSU Bond Dec 27 60:40 Reg,debt,Target Maturity,Regular,INF277KA1406,150330,4.93,7.04,,Debt: Target Maturity,4.96,7.18,,7.26,1.36,AAA,1.45,7,8,8,9,32,Good,25,https://www.valueresearchonline.com/funds/42258/
UTI CRISIL SDL Maturity April 2033 Index Reg,debt,Target Maturity,Regular,INF789F1AWW5,151184,2.84,6.85,,Debt: Target Maturity,4.96,7.18,,7.5,4.82,GOI/Cash,6.13,8,4,5,10,27,Average,25,https://www.valueresearchonline.com/funds/42944/
UTI CRISIL SDL Maturity June 2027 Index Reg,debt,Target Maturity,Regular,INF789F1AWY1,151238,5.47,7.2,,Debt: Target Maturity,4.96,7.18,,6.28,0.93,GOI/Cash,0.97,3,9,9,10,31,Good,15,https://www.valueresearchonline.com/funds/42990/
UTI Nifty SDL Plus AAA PSU Bond Apr 2026 75:25 Index Reg,debt,Target Maturity,Regular,INF789F1AXK8,151363,,,,,,,,5.27,0,Cash,0,,,,,,N/A,0,https://www.valueresearchonline.com/funds/43130/
