Fund Name,Scheme Code,ISIN (Growth / Div Payout),ISIN (Div Reinvestment),Category,Subcategory,Company Name,Sector,P/E Ratio,% of Assets
Angel One Nifty Total Market ETF,153332,INF1J2R01015,-,equity,equity,Eternal,Technology,681.59,0.89
Angel One Nifty Total Market ETF,153332,INF1J2R01015,-,equity,equity,Maruti Suzuki,Consumer Discretionary,28.87,0.85
Angel One Nifty Total Market ETF,153332,INF1J2R01015,-,equity,equity,Tata Steel,Materials,23.19,0.85
Angel One Nifty Total Market ETF,153332,INF1J2R01015,-,equity,equity,BSE,Financial,65.58,0.84
Angel One Nifty Total Market ETF,153332,INF1J2R01015,-,equity,equity,Titan,Consumer Discretionary,76.76,0.83
Angel One Nifty Total Market ETF,153332,INF1J2R01015,-,equity,equity,Hindalco Ind,Materials,16.93,0.81
Angel One Nifty Total Market ETF,153332,INF1J2R01015,-,equity,equity,Bharat Electronics,Industrials,51.68,0.73
Angel One Nifty Total Market ETF,153332,INF1J2R01015,-,equity,equity,Ultratech Cement,Materials,41.26,0.67
Angel One Nifty Total Market ETF,153332,INF1J2R01015,-,equity,equity,Adani Ports,Industrials,33.15,0.66
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,HDFC Bank,Financial,16.18,5.64
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,ICICI Bank,Financial,17.77,4.45
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,Reliance Ind,Energy & Utilities,22.24,4.42
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,Bharti Airtel,Technology,42.8,2.78
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,Larsen & Toubro,Industrials,35.84,2.37
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,Infosys,Technology,15.54,2.02
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,SBI,Financial,11.56,1.98
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,Axis Bank,Financial,16.04,1.83
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,Kotak Bank,Financial,20.78,1.4
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,ITC,Consumer Staples,17.63,1.37
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,Mahindra & Mahindra,Consumer Discretionary,22.84,1.35
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,Bajaj Finance,Financial,31.4,1.2
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,Tata Consultancy,Technology,16.21,1.14
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,Hindustan Unilever,Consumer Staples,34.66,0.95
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,Sun Pharmaceutical,Healthcare,38.12,0.94
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,NTPC,Energy & Utilities,12.98,0.91
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,Eternal,Technology,681.59,0.89
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,Maruti Suzuki,Consumer Discretionary,28.87,0.85
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,Tata Steel,Materials,23.19,0.85
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,BSE,Financial,65.58,0.84
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,Titan,Consumer Discretionary,76.76,0.83
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,Hindalco Ind,Materials,16.93,0.81
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,Bharat Electronics,Industrials,51.68,0.73
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,Ultratech Cement,Materials,41.26,0.67
Angel One Nifty Total Market Index Dir,153330,INF1J2R01023,-,equity,equity,Adani Ports,Industrials,33.15,0.66
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,GE Vernova T&D,Industrials,110.71,5.78
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,Cummins India,Industrials,68.75,5.47
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,BSE,Financial,65.58,5.17
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,Asian Paints,Materials,61.1,5.01
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,Eicher Motors,Consumer Discretionary,37.83,4.85
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,Bajaj Finance,Financial,31.4,4.83
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,Maruti Suzuki,Consumer Discretionary,28.87,4.8
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,Bharat Electronics,Industrials,51.68,4.74
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,Hitachi Energy,Industrials,165.1,4.53
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,MCX,Financial,53.96,4.5
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,National Aluminium,Materials,11.65,4.03
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,Britannia Ind,Consumer Staples,49.86,3.48
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,Hero Motocorp,Consumer Discretionary,17.5,3.18
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,HDFC AMC,Financial,40.87,3.05
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,Torrent Pharma,Healthcare,69.51,3.03
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,Polycab India,Industrials,56.09,3
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,Marico,Consumer Staples,60.46,2.65
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,Solar,Materials,95.86,2.54
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,Persistent Systems,Technology,41.74,2.18
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,Canara Bank,Financial,6.85,2.15
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,Muthoot Finance,Financial,12.06,1.99
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,Indian Bank,Financial,10.08,1.52
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,Anand Rathi Wealth,Financial,75.75,1.46
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,Bosch,Consumer Discretionary,42.58,1.45
Angel One Nifty Total Market Momentum Quality 50 ETF,153957,INF1J2R01148,-,equity,equity,LTIMindtree,Technology,23.62,1.37
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,GE Vernova T&D,Industrials,110.71,5.78
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,Cummins India,Industrials,68.75,5.48
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,BSE,Financial,65.58,5.17
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,Asian Paints,Materials,61.1,5.01
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,Eicher Motors,Consumer Discretionary,37.83,4.84
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,Bajaj Finance,Financial,31.4,4.83
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,Maruti Suzuki,Consumer Discretionary,28.87,4.79
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,Bharat Electronics,Industrials,51.68,4.74
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,Hitachi Energy,Industrials,165.1,4.54
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,MCX,Financial,53.96,4.5
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,National Aluminium,Materials,11.65,4.03
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,Britannia Ind,Consumer Staples,49.86,3.48
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,Hero Motocorp,Consumer Discretionary,17.5,3.18
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,HDFC AMC,Financial,40.87,3.05
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,Torrent Pharma,Healthcare,69.51,3.03
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,Polycab India,Industrials,56.09,2.98
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,Marico,Consumer Staples,60.46,2.65
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,Solar,Materials,95.86,2.54
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,Persistent Systems,Technology,41.74,2.17
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,Canara Bank,Financial,6.85,2.15
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,Muthoot Finance,Financial,12.06,1.99
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,Indian Bank,Financial,10.08,1.52
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,Bosch,Consumer Discretionary,42.58,1.47
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,Anand Rathi Wealth,Financial,75.75,1.46
Angel One Nifty Total Market Momentum Quality 50 Index Dir,153956,INF1J2R01122,-,equity,equity,LTIMindtree,Technology,23.62,1.37
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,ICICI Bank,Financial,17.77,7.49
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,Bajaj Finance,Financial,31.4,3.94
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,Bharat Electronics,Industrials,51.68,3.84
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,Eternal,Technology,681.59,3.71
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,Axis Bank,Financial,16.04,3.38
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,Krishna Institute,Healthcare,131.16,3.27
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,SBI,Financial,11.56,3.21
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,Apar,Diversified,65,3.12
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,Ultratech Cement,Materials,41.26,2.9
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,Mahindra & Mahindra,Consumer Discretionary,22.84,2.62
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,HDFC Bank,Financial,16.18,2.46
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,Bharti Airtel,Technology,42.8,2.34
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,CG Power,Industrials,124.59,2.23
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,GE Vernova T&D,Industrials,110.71,2.21
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,PB Fintech,Financial,111.88,2.13
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,Cholamandalam Inv,Financial,27.52,1.97
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,Interglobe Aviation,Industrials,,1.94
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,Mankind Pharma,Healthcare,51.92,1.93
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,Sansera Eng,Consumer Discretionary,55.49,1.8
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,TVS Motor,Consumer Discretionary,54.44,1.73
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,Cummins India,Industrials,68.75,1.62
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,Trent,Consumer Discretionary,98.6,1.57
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,Samvardhana Motherson,Consumer Discretionary,39.56,1.55
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,Torrent Power,Energy & Utilities,30.19,1.48
Axis Flexi Cap Dir,141925,INF846K01B28,-,equity,equity,The Indian Hotels,Consumer Discretionary,48.44,1.48
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,ICICI Bank,Financial,17.77,7.59
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,Eternal,Technology,681.59,6.09
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,Divi's Lab,Healthcare,69.96,5.27
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,Apollo Hospitals,Healthcare,62.29,5.12
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,Cholamandalam Inv,Financial,27.52,4.61
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,Bajaj Finance,Financial,31.4,4.28
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,SBI,Financial,11.56,4.16
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,PB Fintech,Financial,111.88,3.96
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,Apar,Diversified,65,3.51
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,Axis Bank,Financial,16.04,3.34
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,Cummins India,Industrials,68.75,3.31
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,HDFC Bank,Financial,16.18,3.3
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,Interglobe Aviation,Industrials,,3
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,Mahindra & Mahindra,Consumer Discretionary,22.84,2.98
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,Torrent Power,Energy & Utilities,30.19,2.91
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,CG Power,Industrials,124.59,2.86
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,Bharti Airtel,Technology,42.8,2.65
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,Hindustan Aero,Industrials,32.36,2.64
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,TVS Motor,Consumer Discretionary,54.44,2.06
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,Pidilite Ind,Materials,65.66,2.05
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,Titan,Consumer Discretionary,76.76,2.02
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,Reliance Ind,Energy & Utilities,22.24,1.95
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,United Spirits,Consumer Staples,53.45,1.9
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,Trent,Consumer Discretionary,98.6,1.87
Axis Focused Dir,120503,INF846K01EP4,-,equity,equity,Hyundai Motor India,Consumer Discretionary,29.57,1.8
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,HDFC Bank,Financial,16.18,5.87
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,ICICI Bank,Financial,17.77,4.62
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,Reliance Ind,Energy & Utilities,22.24,4.59
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,Bharti Airtel,Technology,42.8,2.89
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,Larsen & Toubro,Industrials,35.84,2.46
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,Infosys,Technology,15.54,2.1
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,SBI,Financial,11.56,2.06
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,Axis Bank,Financial,16.04,1.9
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,Kotak Bank,Financial,20.78,1.46
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,ITC,Consumer Staples,17.63,1.42
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,Mahindra & Mahindra,Consumer Discretionary,22.84,1.4
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,Bajaj Finance,Financial,31.4,1.25
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,Tata Consultancy,Technology,16.21,1.19
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,Hindustan Unilever,Consumer Staples,34.66,0.98
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,Sun Pharmaceutical,Healthcare,38.12,0.98
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,NTPC,Energy & Utilities,12.98,0.94
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,Eternal,Technology,681.59,0.93
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,Maruti Suzuki,Consumer Discretionary,28.87,0.89
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,Tata Steel,Materials,23.19,0.89
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,BSE,Financial,65.58,0.87
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,Titan,Consumer Discretionary,76.76,0.87
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,Hindalco Ind,Materials,16.93,0.84
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,Bharat Electronics,Industrials,51.68,0.76
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,Ultratech Cement,Materials,41.26,0.7
Axis Nifty 500 Index Dir,152731,INF846K019W9,-,equity,equity,Adani Ports,Industrials,33.15,0.69
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,Hindalco Ind,Materials,16.93,5.51
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,BSE,Financial,65.58,4.85
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,Eicher Motors,Consumer Discretionary,37.83,4.73
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,Shriram Finance,Financial,23.54,4.7
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,Asian Paints,Materials,61.1,4.49
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,Bajaj Finance,Financial,31.4,4.45
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,Bharti Airtel,Technology,42.8,4.26
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,Mahindra & Mahindra,Consumer Discretionary,22.84,4.12
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,Maruti Suzuki,Consumer Discretionary,28.87,3.87
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,MCX,Financial,53.96,3.29
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,TVS Motor,Consumer Discretionary,54.44,3.2
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,Laurus Labs,Healthcare,83.27,3.05
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,Cummins India,Industrials,68.75,3.03
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,Interglobe Aviation,Industrials,,2.92
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,Hero Motocorp,Consumer Discretionary,17.5,2.85
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,The Federal Bank,Financial,18.21,2.57
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,AU Small Fin Bank,Financial,28.94,2.55
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,Muthoot Finance,Financial,12.06,2.39
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,GE Vernova T&D,Industrials,110.71,2.22
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,L&T Fin,Financial,24.1,1.88
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,Canara Bank,Financial,6.85,1.82
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,One97 Comm,Industrials,126.66,1.75
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,Fortis Healthcare,Healthcare,69.48,1.73
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,Cholamandalam Inv,Financial,27.52,1.72
Axis Nifty500 Momentum 50 Index Dir,153244,INF846KA1044,-,equity,equity,Max Financial,Financial,694.03,1.68
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,BSE,Financial,65.58,5.87
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,Bharat Electronics,Industrials,51.68,4.35
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,Coal India,Materials,8.95,3.87
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,Bajaj Auto,Consumer Discretionary,26.21,3.74
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,Suzlon Energy,Industrials,25.38,3.63
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,GE Vernova T&D,Industrials,110.71,3.51
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,Britannia Ind,Consumer Staples,49.86,3.44
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,Colgate-Palmolive,Consumer Staples,41.4,3.36
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,Tata Consultancy,Technology,16.21,3.28
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,CG Power,Industrials,124.59,3.27
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,Solar,Materials,95.86,2.96
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,Dixon Technologies,Consumer Discretionary,53.78,2.96
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,HDFC AMC,Financial,40.87,2.88
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,Marico,Consumer Staples,60.46,2.82
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,National Aluminium,Materials,11.65,2.66
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,ABB India,Industrials,100.41,2.6
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,Page,Consumer Discretionary,59,2.3
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,CAMS,Financial,43.39,2.27
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,Persistent Systems,Technology,41.74,2.15
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,Anand Rathi Wealth,Financial,75.75,2.05
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,Oracle Fin,Technology,31.02,1.96
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,Nippon Life AMC,Financial,48.69,1.89
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,Angel One,Financial,35.2,1.84
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,NMDC,Materials,10.44,1.8
Axis Nifty500 Quality 50 Index Dir,153829,INF846KA1200,-,equity,equity,Central Depository,Financial,61.88,1.63
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,ICICI Bank,Financial,17.77,5.42
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,HDFC Bank,Financial,16.18,3.91
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,MTAR Technologies,Industrials,271.94,3.18
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,Reliance Ind,Energy & Utilities,22.24,3.16
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,Divi's Lab,Healthcare,69.96,3.07
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,Apollo Hospitals,Healthcare,62.29,3
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,Ultratech Cement,Materials,41.26,2.76
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,The Federal Bank,Financial,18.21,2.7
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,Axis Bank,Financial,16.04,2.6
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,SBI,Financial,11.56,2.59
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,Sona BLW Precision,Consumer Discretionary,58.78,2.51
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,Thermax,Industrials,77.67,2.41
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,UNO Minda,Consumer Discretionary,52.95,2.41
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,Titan,Consumer Discretionary,76.76,2.38
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,Page,Consumer Discretionary,59,2.25
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,Ather Energy,Consumer Discretionary,,2.23
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,K.P.R. Mill,Consumer Discretionary,46.86,2.18
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,Petronet Lng,Energy & Utilities,11.05,2.06
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,HEG,Industrials,30.44,2.02
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,Neuland Lab,Healthcare,60.67,1.96
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,Cummins India,Industrials,68.75,1.89
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,AIA Engineering,Industrials,33.28,1.8
Bajaj Finserv Flexi Cap Dir,151895,INF0QA701342,-,equity,equity,Godrej Consumer,Consumer Staples,55.43,1.76
