Fund Name,Scheme Code,ISIN (Growth / Div Payout),ISIN (Div Reinvestment),Category,Subcategory,Company Name,Sector,P/E Ratio,% of Assets
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,HDFC Bank,Financial,16.18,10.51
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,ICICI Bank,Financial,17.77,8.28
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,Reliance Ind,Energy & Utilities,22.24,8.23
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,Bharti Airtel,Technology,42.8,5.05
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,Larsen & Toubro,Industrials,35.84,4.41
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,Infosys,Technology,15.54,3.75
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,SBI,Financial,11.56,3.69
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,Axis Bank,Financial,16.04,3.4
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,Kotak Bank,Financial,20.78,2.61
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,ITC,Consumer Staples,17.63,2.55
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,Mahindra & Mahindra,Consumer Discretionary,22.84,2.51
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,Bajaj Finance,Financial,31.4,2.24
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,Tata Consultancy,Technology,16.21,2.13
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,Hindustan Unilever,Consumer Staples,34.66,1.76
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,Sun Pharmaceutical,Healthcare,38.12,1.76
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,NTPC,Energy & Utilities,12.98,1.69
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,Eternal,Technology,681.59,1.66
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,Tata Steel,Materials,23.19,1.59
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,Maruti Suzuki,Consumer Discretionary,28.87,1.58
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,Titan,Consumer Discretionary,76.76,1.55
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,Hindalco Ind,Materials,16.93,1.5
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,Bharat Electronics,Industrials,51.68,1.36
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,Ultratech Cement,Materials,41.26,1.25
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,Shriram Finance,Financial,23.54,1.22
360 ONE ELSS Tax Saver Nifty 50 Index Dir,151165,INF579M01AN2,-,equity,equity,Adani Ports,Industrials,33.15,1.22
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,ICICI Bank,Financial,17.77,6.83
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,HDFC Bank,Financial,16.18,6.3
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,Infosys,Technology,15.54,4.14
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,Axis Bank,Financial,16.04,4.07
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,Reliance Ind,Energy & Utilities,22.24,3.95
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,SBI,Financial,11.56,3.72
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,Adani Ports,Industrials,33.15,3.16
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,Bharti Airtel,Technology,42.8,2.77
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,Hindalco Ind,Materials,16.93,2.63
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,Mahindra & Mahindra,Consumer Discretionary,22.84,2.53
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,The Federal Bank,Financial,18.21,2.49
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,Cummins India,Industrials,68.75,2.47
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,Tech Mahindra,Technology,29.47,2.4
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,Eternal,Technology,681.59,2.29
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,Sun Pharmaceutical,Healthcare,38.12,2.16
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,Varun Beverages,Consumer Staples,56.49,2.16
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,TVS Holdings,Consumer Discretionary,15.84,2.1
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,Larsen & Toubro,Industrials,35.84,2.04
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,Fortis Healthcare,Healthcare,69.48,1.95
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,Adani Power,Energy & Utilities,34.69,1.8
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,Godrej Consumer,Consumer Staples,55.43,1.79
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,CAMS,Financial,43.39,1.67
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,Bajaj Finance,Financial,31.4,1.64
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,Emcure Pharmaceuticals,Healthcare,35.95,1.61
ABSL ELSS Tax Saver Dir,119544,INF209K01UN8,-,equity,equity,NTPC,Energy & Utilities,12.98,1.54
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,ICICI Bank,Financial,17.77,7.26
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,HDFC Bank,Financial,16.18,5.54
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,Bharti Airtel,Technology,42.8,4.26
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,Bajaj Finance,Financial,31.4,3.56
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,Reliance Ind,Energy & Utilities,22.24,3.37
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,Infosys,Technology,15.54,3.14
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,Larsen & Toubro,Industrials,35.84,3.08
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,SBI,Financial,11.56,2.92
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,Eternal,Technology,681.59,2.75
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,Mahindra & Mahindra,Consumer Discretionary,22.84,2.63
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,Pidilite Ind,Materials,65.66,2.6
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,Axis Bank,Financial,16.04,2.31
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,Ultratech Cement,Materials,41.26,2.22
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,CG Power,Industrials,124.59,2.2
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,Cholamandalam Inv,Financial,27.52,2.18
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,Divi's Lab,Healthcare,69.96,2.15
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,Kotak Bank,Financial,20.78,2.02
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,Sun Pharmaceutical,Healthcare,38.12,1.55
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,PI,Materials,32.68,1.54
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,Titan,Consumer Discretionary,76.76,1.54
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,Interglobe Aviation,Industrials,,1.48
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,The Indian Hotels,Consumer Discretionary,48.44,1.48
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,PB Fintech,Financial,111.88,1.37
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,Torrent Power,Energy & Utilities,30.19,1.36
Axis ELSS Tax Saver Dir,120503,INF846K01EW2,-,equity,equity,Tata Consultancy,Technology,16.21,1.36
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,HDFC Bank,Financial,16.18,5.89
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,Reliance Ind,Energy & Utilities,22.24,5.63
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,ICICI Bank,Financial,17.77,5.57
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,SBI,Financial,11.56,5.35
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,Nitin Spinners,Consumer Discretionary,17.76,4.08
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,Crompton Greaves,Consumer Discretionary,,3.38
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,Bandhan Bank,Financial,28.07,3.05
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,Zydus Wellness,Consumer Staples,81.36,3.04
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,Larsen & Toubro,Industrials,35.84,2.91
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,Timken India,Industrials,64.82,2.87
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,Tata Steel,Materials,23.19,2.82
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,Divi's Lab,Healthcare,69.96,2.8
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,TD Power Systems,Industrials,83.03,2.78
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,Five-Star Business,Financial,13.92,2.67
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,Glenmark Pharmaceuticals,Healthcare,44.64,2.63
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,Gabriel India,Consumer Discretionary,65.04,2.58
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,JK Cement,Materials,43.13,2.5
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,Infosys,Technology,15.54,2.49
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,SAIL,Materials,22.3,2.24
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,Pondy Oxides,Materials,31.01,2.18
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,Indigo Paints,Materials,33.72,2.17
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,Eternal,Technology,681.59,2.05
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,Bharat Dynamics,Industrials,114.25,1.74
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,Sun Pharmaceutical,Healthcare,38.12,1.65
Bajaj Finserv ELSS Tax Saver Dir,153201,INF0QA701AK0,-,equity,equity,SJS Enterprises,Consumer Discretionary,41.56,1.63
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,HDFC Bank,Financial,16.18,7.37
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,Reliance Ind,Energy & Utilities,22.24,6.44
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,Kotak Bank,Financial,20.78,5.11
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,ICICI Bank,Financial,17.77,5.01
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,Tata Consultancy,Technology,16.21,3.84
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,Axis Bank,Financial,16.04,3.47
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,Sterlite Tech,Technology,563.35,3.17
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,Infosys,Technology,15.54,2.74
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,Maruti Suzuki,Consumer Discretionary,28.87,2.62
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,Bharti Airtel,Technology,42.8,2.57
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,Larsen & Toubro,Industrials,35.84,2.56
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,Jindal Steel,Materials,34.26,2.14
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,Dr. Reddy'S Labs,Healthcare,25.22,1.93
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,ITC,Consumer Staples,17.63,1.91
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,Mahin & Mahin Fin,Financial,14.43,1.91
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,Titan,Consumer Discretionary,76.76,1.81
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,Avenue Supermarts,Consumer Staples,94.56,1.8
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,Nestle India,Consumer Staples,77.17,1.79
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,Bajaj Finserv,Financial,28.93,1.71
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,ICICI Lombard,Financial,36.07,1.66
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,CG Power,Industrials,124.59,1.63
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,Poonawalla Fincorp,Financial,65.73,1.61
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,IDFC First Bank,Financial,41.75,1.58
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,United Spirits,Consumer Staples,53.45,1.5
Bandhan ELSS Tax Saver Dir,118473,INF194K01Y29,-,equity,equity,HDFC Life,Financial,67.17,1.49
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,Lloyds Metals,Materials,26.85,5.26
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,Maharashtra Bank,Financial,9.81,4.91
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,SAIL,Materials,22.3,4.56
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,UNO Minda,Consumer Discretionary,52.95,4.38
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,PB Fintech,Financial,111.88,3.51
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,HDFC Bank,Financial,16.18,3.47
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,Oberoi Realty,Real Estate,24.56,3.44
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,Aurobindo Pharma,Healthcare,23.69,3.22
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,Coforge,Technology,42.18,3.19
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,The Federal Bank,Financial,18.21,2.92
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,Quality Power Electrical Equipments,Industrials,83.08,2.85
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,ICICI Lombard,Financial,36.07,2.6
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,Hitachi Energy,Industrials,165.1,2.43
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,Jindal Stainless,Materials,18.25,2.38
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,Abbott India,Healthcare,35.77,2.37
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,Xpro India,Materials,158.8,2.32
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,Lupin,Healthcare,19.96,2.21
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,Schaeffler India,Industrials,53.96,2.1
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,Housing & Urban Dev,Financial,10.5,2.05
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,FSN E-Commerce,Consumer Discretionary,428.05,1.99
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,Dixon Technologies,Consumer Discretionary,53.78,1.91
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,One97 Comm,Industrials,126.66,1.84
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,Bharti Hexacom,Technology,41.8,1.81
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,Indian Bank,Financial,10.08,1.72
Bank of Ind Midcap Tax 2 Dir,144315,INF761K01EL6,-,equity,equity,Reliance Ind,Energy & Utilities,22.24,1.71
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,SBI,Financial,11.56,4.08
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,Hindustan Aero,Industrials,32.36,3.43
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,Acutaas Chemicals,Healthcare,72.07,3.24
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,Bharti Airtel,Technology,42.8,3.11
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,ICICI Bank,Financial,17.77,3.05
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,Adani Ports,Industrials,33.15,2.93
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,NTPC,Energy & Utilities,12.98,2.92
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,HDFC Bank,Financial,16.18,2.86
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,Power Fin.,Financial,5.47,2.75
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,UNO Minda,Consumer Discretionary,52.95,2.64
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,Quality Power Electrical Equipments,Industrials,83.08,2.5
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,LG Electronics India,Consumer Discretionary,64.21,2.4
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,HEG,Industrials,30.44,2.38
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,Vedanta Aluminium Metal,Materials,,2.31
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,Dr. Reddy'S Labs,Healthcare,25.22,2.17
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,Vedanta,Materials,6.88,2.17
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,Reliance Ind,Energy & Utilities,22.24,2.15
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,Tata Steel,Materials,23.19,2.11
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,National Aluminium,Materials,11.65,2.1
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,Indian Bank,Financial,10.08,2.05
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,Ambuja Cements,Materials,22.6,2.01
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,Coromandel Intl,Materials,31.19,1.99
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,Balrampur Mills,Consumer Staples,30.93,1.88
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,Bharat Electronics,Industrials,51.68,1.72
Bank of India ELSS Tax Saver Fund Dir,119351,INF761K01884,-,equity,equity,Prudent,Financial,55.19,1.7
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,Maharashtra Bank,Financial,9.81,4.31
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,UNO Minda,Consumer Discretionary,52.95,4.26
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,Hitachi Energy,Industrials,165.1,4.21
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,Lloyds Metals,Materials,26.85,3.92
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,PB Fintech,Financial,111.88,3.58
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,Aurobindo Pharma,Healthcare,23.69,3.03
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,HDFC Bank,Financial,16.18,3
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,Indian Bank,Financial,10.08,3
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,SAIL,Materials,22.3,2.95
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,Schaeffler India,Industrials,53.96,2.84
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,Quality Power Electrical Equipments,Industrials,83.08,2.82
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,FSN E-Commerce,Consumer Discretionary,428.05,2.49
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,Radico Khaitan,Consumer Staples,81.77,2.42
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,KSH International,Industrials,53.98,2.35
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,Abbott India,Healthcare,35.77,2.25
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,CG Power,Industrials,124.59,2.17
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,NTPC Green Energy,Energy & Utilities,154.55,2.09
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,Navin Fluorine,Materials,56.43,2.08
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,Bharat Forge,Consumer Discretionary,89.39,2.02
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,GE Vernova T&D,Industrials,110.71,2.02
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,The Federal Bank,Financial,18.21,1.96
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,ICICI Lombard,Financial,36.07,1.96
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,ICICI Bank,Financial,17.77,1.95
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,Linde India,Materials,113.15,1.93
Bank of India Midcap Tax Sr 1 Dir,141950,INF761K01DS3,-,equity,equity,Canara Bank,Financial,6.85,1.85
Baroda BNP Paribas ELSS Tax Saver Dir,150159,INF251K01HF3,-,equity,equity,HDFC Bank,Financial,16.18,4.64
Baroda BNP Paribas ELSS Tax Saver Dir,150159,INF251K01HF3,-,equity,equity,Reliance Ind,Energy & Utilities,22.24,4.22
Baroda BNP Paribas ELSS Tax Saver Dir,150159,INF251K01HF3,-,equity,equity,Hitachi Energy,Industrials,165.1,3.82
Baroda BNP Paribas ELSS Tax Saver Dir,150159,INF251K01HF3,-,equity,equity,SBI,Financial,11.56,3.61
Baroda BNP Paribas ELSS Tax Saver Dir,150159,INF251K01HF3,-,equity,equity,ICICI Bank,Financial,17.77,3.56
Baroda BNP Paribas ELSS Tax Saver Dir,150159,INF251K01HF3,-,equity,equity,Bharat Heavy Elect,Industrials,88.33,3.32
Baroda BNP Paribas ELSS Tax Saver Dir,150159,INF251K01HF3,-,equity,equity,Larsen & Toubro,Industrials,35.84,3.01
Baroda BNP Paribas ELSS Tax Saver Dir,150159,INF251K01HF3,-,equity,equity,Bharti Airtel,Technology,42.8,3.01
Baroda BNP Paribas ELSS Tax Saver Dir,150159,INF251K01HF3,-,equity,equity,Hindalco Ind,Materials,16.93,2.81
Baroda BNP Paribas ELSS Tax Saver Dir,150159,INF251K01HF3,-,equity,equity,Navin Fluorine,Materials,56.43,2.56
Baroda BNP Paribas ELSS Tax Saver Dir,150159,INF251K01HF3,-,equity,equity,Titan,Consumer Discretionary,76.76,2.54
Baroda BNP Paribas ELSS Tax Saver Dir,150159,INF251K01HF3,-,equity,equity,Radico Khaitan,Consumer Staples,81.77,2.39
Baroda BNP Paribas ELSS Tax Saver Dir,150159,INF251K01HF3,-,equity,equity,Axis Bank,Financial,16.04,2.33
Baroda BNP Paribas ELSS Tax Saver Dir,150159,INF251K01HF3,-,equity,equity,Linde India,Materials,113.15,2.31
Baroda BNP Paribas ELSS Tax Saver Dir,150159,INF251K01HF3,-,equity,equity,TVS Motor,Consumer Discretionary,54.44,2.3
Baroda BNP Paribas ELSS Tax Saver Dir,150159,INF251K01HF3,-,equity,equity,Tech Mahindra,Technology,29.47,2.26
Baroda BNP Paribas ELSS Tax Saver Dir,150159,INF251K01HF3,-,equity,equity,Sagility,Industrials,20.16,2.14
Baroda BNP Paribas ELSS Tax Saver Dir,150159,INF251K01HF3,-,equity,equity,Sun Pharmaceutical,Healthcare,38.12,2.07
Baroda BNP Paribas ELSS Tax Saver Dir,150159,INF251K01HF3,-,equity,equity,Cummins India,Industrials,68.75,2
Baroda BNP Paribas ELSS Tax Saver Dir,150159,INF251K01HF3,-,equity,equity,Nippon Life AMC,Financial,48.69,2
