Fund Name,Plan,Category,VR ID,ISIN,Company Name,Sector,P/E Ratio,% Assets
HDFC NIFTY200 Momentum 30 Index Dir,Direct,Large & Mid Cap,44153,INF179KC1HV6,Shriram Finance,Financial,21.39,4.97
HDFC NIFTY200 Momentum 30 Index Dir,Direct,Large & Mid Cap,44153,INF179KC1HV6,Eicher Motors,Consumer Discretionary,35.81,4.94
HDFC NIFTY200 Momentum 30 Index Dir,Direct,Large & Mid Cap,44153,INF179KC1HV6,Asian Paints,Materials,60.05,4.9
HDFC NIFTY200 Momentum 30 Index Dir,Direct,Large & Mid Cap,44153,INF179KC1HV6,Bajaj Finance,Financial,29.03,4.58
HDFC NIFTY200 Momentum 30 Index Dir,Direct,Large & Mid Cap,44153,INF179KC1HV6,Bharti Airtel,Technology,41.01,4.38
HDFC NIFTY200 Momentum 30 Index Dir,Direct,Large & Mid Cap,44153,INF179KC1HV6,TVS Motor,Consumer Discretionary,52.85,4.07
HDFC NIFTY200 Momentum 30 Index Dir,Direct,Large & Mid Cap,44153,INF179KC1HV6,Maruti Suzuki,Consumer Discretionary,28.1,4
HDFC Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44570,INF179KC1IQ4,HDFC Bank,Financial,14.97,4.11
HDFC Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44570,INF179KC1IQ4,ICICI Bank,Financial,16.83,3.24
HDFC Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44570,INF179KC1IQ4,Reliance Ind,Energy & Utilities,21.28,3.22
HDFC Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44570,INF179KC1IQ4,BSE,Financial,65.21,2.18
HDFC Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44570,INF179KC1IQ4,Bharti Airtel,Technology,41.01,2.02
HDFC Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44570,INF179KC1IQ4,Larsen & Toubro,Industrials,33.39,1.72
HDFC Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44570,INF179KC1IQ4,Infosys,Technology,16.26,1.47
HDFC Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44570,INF179KC1IQ4,SBI,Financial,11.11,1.44
HDFC Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44570,INF179KC1IQ4,Axis Bank,Financial,15.24,1.33
HDFC Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44570,INF179KC1IQ4,Kotak Bank,Financial,19.7,1.02
HSBC Large and Mid Cap Dir,Direct,Large & Mid Cap,39456,INF336L01NV5,ICICI Bank,Financial,16.83,5.93
HSBC Large and Mid Cap Dir,Direct,Large & Mid Cap,39456,INF336L01NV5,Billionbrains Garage Ventures,Financial,58.81,4.19
HSBC Large and Mid Cap Dir,Direct,Large & Mid Cap,39456,INF336L01NV5,FSN E-Commerce,Consumer Discretionary,383.18,4.05
HSBC Large and Mid Cap Dir,Direct,Large & Mid Cap,39456,INF336L01NV5,Bharat Electronics,Industrials,49.72,4.03
HSBC Large and Mid Cap Dir,Direct,Large & Mid Cap,39456,INF336L01NV5,GE Vernova T&D,Industrials,102.53,3.51
HSBC Large and Mid Cap Dir,Direct,Large & Mid Cap,39456,INF336L01NV5,Aditya Infotech,Technology,111.89,3.48
HSBC Large and Mid Cap Dir,Direct,Large & Mid Cap,39456,INF336L01NV5,BSE,Financial,65.21,3.47
HSBC Large and Mid Cap Dir,Direct,Large & Mid Cap,39456,INF336L01NV5,Hindalco Ind,Materials,18.04,3.42
HSBC Large and Mid Cap Dir,Direct,Large & Mid Cap,39456,INF336L01NV5,ONGC,Energy & Utilities,7.87,3.25
HSBC Large and Mid Cap Dir,Direct,Large & Mid Cap,39456,INF336L01NV5,Hitachi Energy,Industrials,156.16,3.16
Helios Large & Mid Cap Dir,Direct,Large & Mid Cap,44610,INF0R8701269,Adani Ports,Industrials,32.84,4.09
Helios Large & Mid Cap Dir,Direct,Large & Mid Cap,44610,INF0R8701269,ICICI Bank,Financial,16.83,3.7
Helios Large & Mid Cap Dir,Direct,Large & Mid Cap,44610,INF0R8701269,HDFC Bank,Financial,14.97,3.6
Helios Large & Mid Cap Dir,Direct,Large & Mid Cap,44610,INF0R8701269,Eternal,Technology,646.39,3.57
Helios Large & Mid Cap Dir,Direct,Large & Mid Cap,44610,INF0R8701269,Reliance Ind,Energy & Utilities,21.28,3.39
Helios Large & Mid Cap Dir,Direct,Large & Mid Cap,44610,INF0R8701269,Larsen & Toubro,Industrials,33.39,3.09
Helios Large & Mid Cap Dir,Direct,Large & Mid Cap,44610,INF0R8701269,MCX,Financial,54.14,3
Helios Large & Mid Cap Dir,Direct,Large & Mid Cap,44610,INF0R8701269,One97 Comm,Industrials,124.04,2.78
Helios Large & Mid Cap Dir,Direct,Large & Mid Cap,44610,INF0R8701269,SBI,Financial,11.11,2.72
Helios Large & Mid Cap Dir,Direct,Large & Mid Cap,44610,INF0R8701269,Hitachi Energy,Industrials,156.16,2.58
ICICI Pru Large & Mid Cap Dir,Direct,Large & Mid Cap,15868,INF109K011O5,HDFC Bank,Financial,14.97,5.41
ICICI Pru Large & Mid Cap Dir,Direct,Large & Mid Cap,15868,INF109K011O5,SBI Cards,Financial,25.68,4.7
ICICI Pru Large & Mid Cap Dir,Direct,Large & Mid Cap,15868,INF109K011O5,Bajaj Finserv,Financial,27.64,3.63
ICICI Pru Large & Mid Cap Dir,Direct,Large & Mid Cap,15868,INF109K011O5,Page,Consumer Discretionary,56.73,3.62
ICICI Pru Large & Mid Cap Dir,Direct,Large & Mid Cap,15868,INF109K011O5,Axis Bank,Financial,15.24,3.55
ICICI Pru Large & Mid Cap Dir,Direct,Large & Mid Cap,15868,INF109K011O5,IndusInd Bank,Financial,80.71,3.19
ICICI Pru Large & Mid Cap Dir,Direct,Large & Mid Cap,15868,INF109K011O5,Interglobe Aviation,Industrials,--,3.15
ICICI Pru Large & Mid Cap Dir,Direct,Large & Mid Cap,15868,INF109K011O5,FSN E-Commerce,Consumer Discretionary,383.18,2.99
ICICI Pru Large & Mid Cap Dir,Direct,Large & Mid Cap,15868,INF109K011O5,Sona BLW Precision,Consumer Discretionary,58.21,2.87
ICICI Pru Large & Mid Cap Dir,Direct,Large & Mid Cap,15868,INF109K011O5,Info Edge (India),Technology,43.88,2.8
ICICI Pru Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,42387,INF109KC17C7,Hindalco Ind,Materials,18.04,6.06
ICICI Pru Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,42387,INF109KC17C7,SBI,Financial,11.11,5.64
ICICI Pru Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,42387,INF109KC17C7,BSE,Financial,65.21,5.32
ICICI Pru Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,42387,INF109KC17C7,Shriram Finance,Financial,21.39,4.98
ICICI Pru Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,42387,INF109KC17C7,Eicher Motors,Consumer Discretionary,35.81,4.95
ICICI Pru Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,42387,INF109KC17C7,Bajaj Finance,Financial,29.03,4.78
ICICI Pru Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,42387,INF109KC17C7,Bharti Airtel,Technology,41.01,4.57
ICICI Pru Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,42387,INF109KC17C7,Asian Paints,Materials,60.05,4.54
ICICI Pru Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,42387,INF109KC17C7,TVS Motor,Consumer Discretionary,52.85,4.29
ICICI Pru Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,42387,INF109KC17C7,Maruti Suzuki,Consumer Discretionary,28.1,4.09
ICICI Pru Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,42381,INF109KC11D8,Hindalco Ind,Materials,18.04,6.06
ICICI Pru Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,42381,INF109KC11D8,SBI,Financial,11.11,5.64
ICICI Pru Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,42381,INF109KC11D8,BSE,Financial,65.21,5.32
ICICI Pru Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,42381,INF109KC11D8,Shriram Finance,Financial,21.39,4.98
ICICI Pru Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,42381,INF109KC11D8,Eicher Motors,Consumer Discretionary,35.81,4.95
ICICI Pru Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,42381,INF109KC11D8,Bajaj Finance,Financial,29.03,4.78
ICICI Pru Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,42381,INF109KC11D8,Bharti Airtel,Technology,41.01,4.57
ICICI Pru Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,42381,INF109KC11D8,Asian Paints,Materials,60.05,4.54
ICICI Pru Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,42381,INF109KC11D8,TVS Motor,Consumer Discretionary,52.85,4.29
ICICI Pru Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,42381,INF109KC11D8,Maruti Suzuki,Consumer Discretionary,28.1,4.09
ICICI Pru Nifty 200 Quality 30 ETF,Direct,Large & Mid Cap,43676,INF109KC18V5,Nestle India,Consumer Staples,77.75,6.11
ICICI Pru Nifty 200 Quality 30 ETF,Direct,Large & Mid Cap,43676,INF109KC18V5,Bharat Electronics,Industrials,49.72,5.59
ICICI Pru Nifty 200 Quality 30 ETF,Direct,Large & Mid Cap,43676,INF109KC18V5,Hindustan Unilever,Consumer Staples,33.32,5.15
ICICI Pru Nifty 200 Quality 30 ETF,Direct,Large & Mid Cap,43676,INF109KC18V5,Coal India,Materials,9.26,4.91
ICICI Pru Nifty 200 Quality 30 ETF,Direct,Large & Mid Cap,43676,INF109KC18V5,Britannia Ind,Consumer Staples,48.56,4.52
ICICI Pru Nifty 200 Quality 30 ETF,Direct,Large & Mid Cap,43676,INF109KC18V5,Bajaj Auto,Consumer Discretionary,26.49,4.2
ICICI Pru Nifty 200 Quality 30 ETF,Direct,Large & Mid Cap,43676,INF109KC18V5,Colgate-Palmolive,Consumer Staples,41.5,4.18
ICICI Pru Nifty 200 Quality 30 ETF,Direct,Large & Mid Cap,43676,INF109KC18V5,ITC,Consumer Staples,16.94,4.15
ICICI Pru Nifty 200 Quality 30 ETF,Direct,Large & Mid Cap,43676,INF109KC18V5,Tata Consultancy,Technology,15.83,4.02
ICICI Pru Nifty 200 Quality 30 ETF,Direct,Large & Mid Cap,43676,INF109KC18V5,Infosys,Technology,16.26,3.8
ICICI Pru Nifty Alpha Low-Volatility 30 ETF,Direct,Large & Mid Cap,41071,INF109KC1R89,SBI,Financial,11.11,4.67
ICICI Pru Nifty Alpha Low-Volatility 30 ETF,Direct,Large & Mid Cap,41071,INF109KC1R89,Nestle India,Consumer Staples,77.75,4.29
ICICI Pru Nifty Alpha Low-Volatility 30 ETF,Direct,Large & Mid Cap,41071,INF109KC1R89,ICICI Bank,Financial,16.83,4.23
ICICI Pru Nifty Alpha Low-Volatility 30 ETF,Direct,Large & Mid Cap,41071,INF109KC1R89,SBI Life Insurance,Financial,124.66,4.01
ICICI Pru Nifty Alpha Low-Volatility 30 ETF,Direct,Large & Mid Cap,41071,INF109KC1R89,Titan,Consumer Discretionary,71.76,3.97
ICICI Pru Nifty Alpha Low-Volatility 30 ETF,Direct,Large & Mid Cap,41071,INF109KC1R89,HDFC Bank,Financial,14.97,3.87
ICICI Pru Nifty Alpha Low-Volatility 30 ETF,Direct,Large & Mid Cap,41071,INF109KC1R89,Eicher Motors,Consumer Discretionary,35.81,3.86
ICICI Pru Nifty Alpha Low-Volatility 30 ETF,Direct,Large & Mid Cap,41071,INF109KC1R89,Britannia Ind,Consumer Staples,48.56,3.82
ICICI Pru Nifty Alpha Low-Volatility 30 ETF,Direct,Large & Mid Cap,41071,INF109KC1R89,Maruti Suzuki,Consumer Discretionary,28.1,3.61
ICICI Pru Nifty Alpha Low-Volatility 30 ETF,Direct,Large & Mid Cap,41071,INF109KC1R89,Reliance Ind,Energy & Utilities,21.28,3.58
ICICI Pru Nifty Alpha Low-Volatility 30 ETF FOF Dir,Direct,Large & Mid Cap,41688,INF109KC1R89,ICICI ALPL30I ETF,Unspecified,--,99.94
ICICI Pru Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44180,INF109KC12U0,HDFC Bank,Financial,14.97,4.29
ICICI Pru Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44180,INF109KC12U0,Reliance Ind,Energy & Utilities,21.28,3.51
ICICI Pru Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44180,INF109KC12U0,ICICI Bank,Financial,16.83,3.28
ICICI Pru Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44180,INF109KC12U0,Bharti Airtel,Technology,41.01,2.11
ICICI Pru Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44180,INF109KC12U0,BSE,Financial,65.21,1.94
ICICI Pru Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44180,INF109KC12U0,Larsen & Toubro,Industrials,33.39,1.72
ICICI Pru Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44180,INF109KC12U0,SBI,Financial,11.11,1.61
ICICI Pru Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44180,INF109KC12U0,Infosys,Technology,16.26,1.51
ICICI Pru Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44180,INF109KC12U0,Axis Bank,Financial,15.24,1.32
ICICI Pru Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44180,INF109KC12U0,ITC,Consumer Staples,16.94,1.11
ICICI Pru Nifty200 Quality 30 Index Dir,Direct,Large & Mid Cap,45193,INF109K1A252,Nestle India,Consumer Staples,77.75,6.11
ICICI Pru Nifty200 Quality 30 Index Dir,Direct,Large & Mid Cap,45193,INF109K1A252,Bharat Electronics,Industrials,49.72,5.59
ICICI Pru Nifty200 Quality 30 Index Dir,Direct,Large & Mid Cap,45193,INF109K1A252,Hindustan Unilever,Consumer Staples,33.32,5.16
ICICI Pru Nifty200 Quality 30 Index Dir,Direct,Large & Mid Cap,45193,INF109K1A252,Coal India,Materials,9.26,4.91
ICICI Pru Nifty200 Quality 30 Index Dir,Direct,Large & Mid Cap,45193,INF109K1A252,Britannia Ind,Consumer Staples,48.56,4.52
ICICI Pru Nifty200 Quality 30 Index Dir,Direct,Large & Mid Cap,45193,INF109K1A252,Bajaj Auto,Consumer Discretionary,26.49,4.19
ICICI Pru Nifty200 Quality 30 Index Dir,Direct,Large & Mid Cap,45193,INF109K1A252,Colgate-Palmolive,Consumer Staples,41.5,4.18
ICICI Pru Nifty200 Quality 30 Index Dir,Direct,Large & Mid Cap,45193,INF109K1A252,ITC,Consumer Staples,16.94,4.15
ICICI Pru Nifty200 Quality 30 Index Dir,Direct,Large & Mid Cap,45193,INF109K1A252,Tata Consultancy,Technology,15.83,4.02
ICICI Pru Nifty200 Quality 30 Index Dir,Direct,Large & Mid Cap,45193,INF109K1A252,Infosys,Technology,16.26,3.8
ITI Large & Mid Cap Dir,Direct,Large & Mid Cap,44501,INF00XX01DA4,Reliance Ind,Energy & Utilities,21.28,2.89
ITI Large & Mid Cap Dir,Direct,Large & Mid Cap,44501,INF00XX01DA4,IndusInd Bank,Financial,80.71,2.71
ITI Large & Mid Cap Dir,Direct,Large & Mid Cap,44501,INF00XX01DA4,Bharti Hexacom,Technology,42.54,2.59
ITI Large & Mid Cap Dir,Direct,Large & Mid Cap,44501,INF00XX01DA4,ICICI Bank,Financial,16.83,2.04
ITI Large & Mid Cap Dir,Direct,Large & Mid Cap,44501,INF00XX01DA4,Larsen & Toubro,Industrials,33.39,1.95
ITI Large & Mid Cap Dir,Direct,Large & Mid Cap,44501,INF00XX01DA4,SBI,Financial,11.11,1.9
ITI Large & Mid Cap Dir,Direct,Large & Mid Cap,44501,INF00XX01DA4,Housing & Urban Dev,Financial,10.37,1.73
ITI Large & Mid Cap Dir,Direct,Large & Mid Cap,44501,INF00XX01DA4,Supriya Lifescience,Healthcare,37.05,1.73
ITI Large & Mid Cap Dir,Direct,Large & Mid Cap,44501,INF00XX01DA4,LG Electronics India,Consumer Discretionary,62.11,1.71
ITI Large & Mid Cap Dir,Direct,Large & Mid Cap,44501,INF00XX01DA4,KEI,Industrials,55.08,1.67
Invesco India Large & Mid Cap Dir,Direct,Large & Mid Cap,16770,INF205K01MA0,Max Healthcare,Healthcare,67.67,7.07
Invesco India Large & Mid Cap Dir,Direct,Large & Mid Cap,16770,INF205K01MA0,Eternal,Technology,646.39,6.26
Invesco India Large & Mid Cap Dir,Direct,Large & Mid Cap,16770,INF205K01MA0,Interglobe Aviation,Industrials,--,6.12
Invesco India Large & Mid Cap Dir,Direct,Large & Mid Cap,16770,INF205K01MA0,ICICI Bank,Financial,16.83,5.99
Invesco India Large & Mid Cap Dir,Direct,Large & Mid Cap,16770,INF205K01MA0,Sai Life Sciences,Healthcare,74.78,4.69
Invesco India Large & Mid Cap Dir,Direct,Large & Mid Cap,16770,INF205K01MA0,Trent,Consumer Discretionary,85.87,4.62
Invesco India Large & Mid Cap Dir,Direct,Large & Mid Cap,16770,INF205K01MA0,Prestige Estates,Real Estate,48.68,4.54
Invesco India Large & Mid Cap Dir,Direct,Large & Mid Cap,16770,INF205K01MA0,BSE,Financial,65.21,4.12
Invesco India Large & Mid Cap Dir,Direct,Large & Mid Cap,16770,INF205K01MA0,ABB India,Industrials,95.52,3.44
Invesco India Large & Mid Cap Dir,Direct,Large & Mid Cap,16770,INF205K01MA0,Glenmark Pharmaceuticals,Healthcare,45.73,3.31
JM Large & Mid Cap Dir,Direct,Large & Mid Cap,45304,INF192K01NK7,Reliance Ind,Energy & Utilities,21.28,3.55
JM Large & Mid Cap Dir,Direct,Large & Mid Cap,45304,INF192K01NK7,ICICI Bank,Financial,16.83,3.35
JM Large & Mid Cap Dir,Direct,Large & Mid Cap,45304,INF192K01NK7,HDFC Bank,Financial,14.97,3.09
JM Large & Mid Cap Dir,Direct,Large & Mid Cap,45304,INF192K01NK7,Bharti Airtel,Technology,41.01,2.75
JM Large & Mid Cap Dir,Direct,Large & Mid Cap,45304,INF192K01NK7,Fortis Healthcare,Healthcare,71.67,2.64
JM Large & Mid Cap Dir,Direct,Large & Mid Cap,45304,INF192K01NK7,Bajaj Finance,Financial,29.03,2.62
JM Large & Mid Cap Dir,Direct,Large & Mid Cap,45304,INF192K01NK7,LG Electronics India,Consumer Discretionary,62.11,2.6
JM Large & Mid Cap Dir,Direct,Large & Mid Cap,45304,INF192K01NK7,Shriram Finance,Financial,21.39,2.3
JM Large & Mid Cap Dir,Direct,Large & Mid Cap,45304,INF192K01NK7,Max Financial,Financial,654.02,2.23
JM Large & Mid Cap Dir,Direct,Large & Mid Cap,45304,INF192K01NK7,BSE,Financial,65.21,2.16
Kotak Large & Midcap Dir,Direct,Large & Mid Cap,16378,INF174K01LF9,HDFC Bank,Financial,14.97,4.97
Kotak Large & Midcap Dir,Direct,Large & Mid Cap,16378,INF174K01LF9,SBI,Financial,11.11,4.41
Kotak Large & Midcap Dir,Direct,Large & Mid Cap,16378,INF174K01LF9,Bharat Electronics,Industrials,49.72,3.99
Kotak Large & Midcap Dir,Direct,Large & Mid Cap,16378,INF174K01LF9,Eternal,Technology,646.39,2.94
Kotak Large & Midcap Dir,Direct,Large & Mid Cap,16378,INF174K01LF9,ICICI Bank,Financial,16.83,2.92
Kotak Large & Midcap Dir,Direct,Large & Mid Cap,16378,INF174K01LF9,Axis Bank,Financial,15.24,2.6
Kotak Large & Midcap Dir,Direct,Large & Mid Cap,16378,INF174K01LF9,Larsen & Toubro,Industrials,33.39,2.45
Kotak Large & Midcap Dir,Direct,Large & Mid Cap,16378,INF174K01LF9,BSE,Financial,65.21,2.41
Kotak Large & Midcap Dir,Direct,Large & Mid Cap,16378,INF174K01LF9,Bharti Airtel,Technology,41.01,2.37
Kotak Large & Midcap Dir,Direct,Large & Mid Cap,16378,INF174K01LF9,Ashok Leyland,Industrials,24.37,2.25
Kotak MSCI India ETF,Direct,Large & Mid Cap,44952,INF174KA1VD2,HDFC Bank,Financial,14.97,6.6
Kotak MSCI India ETF,Direct,Large & Mid Cap,44952,INF174KA1VD2,Reliance Ind,Energy & Utilities,21.28,6.55
Kotak MSCI India ETF,Direct,Large & Mid Cap,44952,INF174KA1VD2,ICICI Bank,Financial,16.83,5.02
Kotak MSCI India ETF,Direct,Large & Mid Cap,44952,INF174KA1VD2,Bharti Airtel,Technology,41.01,3.64
Kotak MSCI India ETF,Direct,Large & Mid Cap,44952,INF174KA1VD2,Infosys,Technology,16.26,2.88
Kotak MSCI India ETF,Direct,Large & Mid Cap,44952,INF174KA1VD2,Axis Bank,Financial,15.24,2.19
Kotak MSCI India ETF,Direct,Large & Mid Cap,44952,INF174KA1VD2,Mahindra & Mahindra,Consumer Discretionary,21.75,2.17
Kotak MSCI India ETF,Direct,Large & Mid Cap,44952,INF174KA1VD2,Larsen & Toubro,Industrials,33.39,2.03
Kotak MSCI India ETF,Direct,Large & Mid Cap,44952,INF174KA1VD2,Bajaj Finance,Financial,29.03,1.97
Kotak MSCI India ETF,Direct,Large & Mid Cap,44952,INF174KA1VD2,Tata Consultancy,Technology,15.83,1.68
Kotak Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,45531,INF174KA1XS6,Hindalco Ind,Materials,18.04,6.06
Kotak Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,45531,INF174KA1XS6,SBI,Financial,11.11,5.64
Kotak Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,45531,INF174KA1XS6,BSE,Financial,65.21,5.32
Kotak Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,45531,INF174KA1XS6,Shriram Finance,Financial,21.39,4.98
Kotak Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,45531,INF174KA1XS6,Eicher Motors,Consumer Discretionary,35.81,4.95
Kotak Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,45531,INF174KA1XS6,Bajaj Finance,Financial,29.03,4.78
Kotak Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,45531,INF174KA1XS6,Bharti Airtel,Technology,41.01,4.57
Kotak Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,45531,INF174KA1XS6,Asian Paints,Materials,60.05,4.54
Kotak Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,45531,INF174KA1XS6,TVS Motor,Consumer Discretionary,52.85,4.29
Kotak Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,45531,INF174KA1XS6,Maruti Suzuki,Consumer Discretionary,28.1,4.1
Kotak Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,43538,INF174KA1OB1,Hindalco Ind,Materials,18.04,6.07
Kotak Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,43538,INF174KA1OB1,SBI,Financial,11.11,5.64
Kotak Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,43538,INF174KA1OB1,BSE,Financial,65.21,5.33
Kotak Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,43538,INF174KA1OB1,Shriram Finance,Financial,21.39,4.98
Kotak Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,43538,INF174KA1OB1,Eicher Motors,Consumer Discretionary,35.81,4.95
Kotak Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,43538,INF174KA1OB1,Bajaj Finance,Financial,29.03,4.78
Kotak Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,43538,INF174KA1OB1,Bharti Airtel,Technology,41.01,4.57
Kotak Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,43538,INF174KA1OB1,Asian Paints,Materials,60.05,4.54
Kotak Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,43538,INF174KA1OB1,TVS Motor,Consumer Discretionary,52.85,4.3
Kotak Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,43538,INF174KA1OB1,Maruti Suzuki,Consumer Discretionary,28.1,4.09
Kotak Nifty 200 Quality 30 Index Dir,Direct,Large & Mid Cap,45258,INF174KA1WN9,Nestle India,Consumer Staples,77.75,6.11
Kotak Nifty 200 Quality 30 Index Dir,Direct,Large & Mid Cap,45258,INF174KA1WN9,Bharat Electronics,Industrials,49.72,5.59
Kotak Nifty 200 Quality 30 Index Dir,Direct,Large & Mid Cap,45258,INF174KA1WN9,Hindustan Unilever,Consumer Staples,33.32,5.15
Kotak Nifty 200 Quality 30 Index Dir,Direct,Large & Mid Cap,45258,INF174KA1WN9,Coal India,Materials,9.26,4.91
Kotak Nifty 200 Quality 30 Index Dir,Direct,Large & Mid Cap,45258,INF174KA1WN9,Britannia Ind,Consumer Staples,48.56,4.52
Kotak Nifty 200 Quality 30 Index Dir,Direct,Large & Mid Cap,45258,INF174KA1WN9,Bajaj Auto,Consumer Discretionary,26.49,4.2
Kotak Nifty 200 Quality 30 Index Dir,Direct,Large & Mid Cap,45258,INF174KA1WN9,Colgate-Palmolive,Consumer Staples,41.5,4.18
Kotak Nifty 200 Quality 30 Index Dir,Direct,Large & Mid Cap,45258,INF174KA1WN9,ITC,Consumer Staples,16.94,4.15
Kotak Nifty 200 Quality 30 Index Dir,Direct,Large & Mid Cap,45258,INF174KA1WN9,Tata Consultancy,Technology,15.83,4.02
Kotak Nifty 200 Quality 30 Index Dir,Direct,Large & Mid Cap,45258,INF174KA1WN9,Infosys,Technology,16.26,3.8
Kotak Nifty Alpha Low-Volatility 30 Index Dir,Direct,Large & Mid Cap,46012,INF174KA1RZ3,--,--,--,--
Kotak Nifty200 Quality 30 ETF,Direct,Large & Mid Cap,45255,INF174KA1WT6,Nestle India,Consumer Staples,77.75,6.11
Kotak Nifty200 Quality 30 ETF,Direct,Large & Mid Cap,45255,INF174KA1WT6,Bharat Electronics,Industrials,49.72,5.58
Kotak Nifty200 Quality 30 ETF,Direct,Large & Mid Cap,45255,INF174KA1WT6,Hindustan Unilever,Consumer Staples,33.32,5.16
Kotak Nifty200 Quality 30 ETF,Direct,Large & Mid Cap,45255,INF174KA1WT6,Coal India,Materials,9.26,4.91
Kotak Nifty200 Quality 30 ETF,Direct,Large & Mid Cap,45255,INF174KA1WT6,Britannia Ind,Consumer Staples,48.56,4.51
Kotak Nifty200 Quality 30 ETF,Direct,Large & Mid Cap,45255,INF174KA1WT6,Bajaj Auto,Consumer Discretionary,26.49,4.19
Kotak Nifty200 Quality 30 ETF,Direct,Large & Mid Cap,45255,INF174KA1WT6,Colgate-Palmolive,Consumer Staples,41.5,4.18
Kotak Nifty200 Quality 30 ETF,Direct,Large & Mid Cap,45255,INF174KA1WT6,ITC,Consumer Staples,16.94,4.15
Kotak Nifty200 Quality 30 ETF,Direct,Large & Mid Cap,45255,INF174KA1WT6,Tata Consultancy,Technology,15.83,4.01
Kotak Nifty200 Quality 30 ETF,Direct,Large & Mid Cap,45255,INF174KA1WT6,Infosys,Technology,16.26,3.8
LIC MF Large & Mid Cap Dir,Direct,Large & Mid Cap,29416,INF767K01NE9,ICICI Bank,Financial,16.83,4.57
LIC MF Large & Mid Cap Dir,Direct,Large & Mid Cap,29416,INF767K01NE9,Bharti Airtel,Technology,41.01,3.86
LIC MF Large & Mid Cap Dir,Direct,Large & Mid Cap,29416,INF767K01NE9,Infosys,Technology,16.26,3.3
