Stock_Name,Symbol,ISIN,BSE_Code,Sector,Industry,Market_Cap(crores),Market_Cap_Category,Star_Rating,Quality_Score,Growth_Score,Valuation_Score,Momentum_Score,ROE,ROCE,ROA,Operating_Margin,Net_Margin,Revenue_Growth_1Y,Revenue_Growth_3Y,Revenue_Growth_5Y,Profit_Growth_1Y,Profit_Growth_3Y,Profit_Growth_5Y,EPS_Growth,PE,Industry_PE,PB,PEG,Dividend_Yield,Debt_Equity,Piotroski_Score,Return_1M,Return_6M,Return_1Y,Return_3Y,Return_5Y,Beta,Volatility,Promoter_Holding,FII_Holding,DII_Holding,VRO_URL,Revenue_Score,Profit_Score,Fund_Quality_Score,Profitability_Score,Financial_Strength_Score,Fund_Valuation_Score,Fundamental_Available_Max,Fundamental_Raw_Score,Fundamental_Data_Available,Fundamental_Score,VR_Available_Weight,VR_Raw_Weighted_Score,VR_Score,VR_Data_Available,Final_Stock_Score,Final_Rating,Confidence_Level
AELEA COMMODITIES LIMITED,,INE0T3401029,544213,Consumer Defensive,Packaged Foods,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
THREE M PAPER BOARDS LIMITED,,INE0UK501010,544214,Basic Materials,Paper & Paper Products,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
SBI Mutual Fund,,INF200KB1282,544215,Industrials,Conglomerates,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
ICICI Prudential Mutual Fund,,INF109KC18W3,544216,Energy,Oil & Gas Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Aditya Birla Sun Life Mutual Fund,,INF209KB19Z4,544218,Industrials,Conglomerates,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
VVIP Infratech Limited,,INE0MNP01016,544219,Industrials,Engineering & Construction,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Clinitech Laboratory Limited,,INE0QMR01015,544220,Healthcare,Diagnostics & Research,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Kizi Apparels Limited,,INE0RMR01013,544221,Consumer Cyclical,Apparel Manufacturing,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Afcom Holdings Limited,,INE0OXY01013,544224,Industrials,Airlines,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
ICICI Prudential Mutual Fund,,INF109KC19W1,544229,Basic Materials,Other Industrial Metals & Mining,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Aztec Fluids & Machinery Limited,,INE0SCB01016,544177,Industrials,Specialty Industrial Machinery,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Resourceful Automobile Limited,,INE0SK201011,544236,Consumer Cyclical,Auto & Truck Dealerships,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
RAPID MULTIMODAL LOGISTICS LIMITED,,INE0QA901010,544237,Industrials,Integrated Freight & Logistics,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Mirae Asset Mutual Fund,,INF769K01LX9,544241,Industrials,Conglomerates,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Travels & rentals Limited,,INE0SG001011,544242,Consumer Cyclical,Travel Services,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Naturewings Holidays Limited,,INE0N4701016,544245,Consumer Cyclical,Travel Services,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
DSP Mutual Fund,,INF740KA1UR9,544247,Industrials,Conglomerates,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
MACH TRAVEL SOLUTIONS LIMITED,,INE0UYT01018,544248,Industrials,Specialty Business Services,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Share Samadhan Limited,,INE0LY301010,544251,Industrials,Specialty Business Services,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Sodhani Academy of Fintech Enablers Limited,,INE0Q3401017,544257,Industrials,Specialty Business Services,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
POPULAR FOUNDATIONS LIMITED,,INE0PZB01013,544259,Industrials,Engineering & Construction,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Nexxus Petro Industries Limited,,INE0QUL01011,544265,Basic Materials,Specialty Chemicals,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Mirae Asset Mutual Fund,,INF769K01LZ4,544266,Financial Services,Banks,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,15,,15,15,Low,100,0,0,0,None,100,Excellent,Medium
SUBAM PAPERS LIMITED,,INE0U6201010,544267,Basic Materials,Paper & Paper Products,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
CLN ENERGY LIMITED,,INE0WDX01010,544347,Consumer Cyclical,Auto Parts,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
GEM Enviro Management Limited,,INE0RUJ01013,544199,Industrials,Waste Management,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
H.M. ELECTRO MECH LIMITED,,INE0DZD01015,544349,Industrials,Engineering & Construction,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
SHIV TEXCHEM LIMITED,,INE0YRO01015,544272,Basic Materials,Chemicals,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
ICICI Prudential Mutual Fund,,INF109KC16X5,544275,Industrials,Conglomerates,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Mangal Compusolution Limited,,INE0RU901015,544287,Technology,Computer Hardware,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
RAJESH POWER SERVICES LIMITED,,INE0VN801010,544291,Industrials,Engineering & Construction,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
NISUS FINANCE SERVICES CO LIMITED,,INE0DQN01013,544296,Financial Services,Asset Management,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,15,,15,15,Low,100,0,0,0,None,100,Excellent,Medium
TOSS THE COIN LIMITED,,INE0XAY01012,544303,Communication Services,Advertising Agencies,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
JUNGLE CAMPS INDIA LIMITED,,INE0WCH01015,544304,Consumer Cyclical,Lodging,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Hilltone Software and Gases Ltd,,INE168C01013,544308,Basic Materials,Specialty Chemicals,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Yash Highvoltage Limited,,INE00GK01023,544310,Industrials,Electrical Equipment & Parts,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
HAMPS BIO LIMITED,,INE0QBD01018,544312,Healthcare,Pharmaceutical Retailers,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
NACDAC Infrastructure Limited,,INE0LB101011,544313,Industrials,Engineering & Construction,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Mirae Asset Mutual Fund,,INF769K01NS5,544323,Industrials,Conglomerates,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Citichem India Limited,,INE0A8401016,544324,Basic Materials,Specialty Chemicals,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Edelweiss Mutual Fund,,INF754K01TX4,544326,Financial Services,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,15,,15,15,Low,100,0,0,0,None,100,Excellent,Medium
TECHNICHEM ORGANICS LIMITED,,INE0ZHT01012,544327,Basic Materials,Specialty Chemicals,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
LEO DRYFRUITS & SPICES TRADING LIMITED,,INE0RH001011,544329,Consumer Defensive,Farm Products,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
PARMESHWAR METAL LIMITED,,INE0QQJ01021,544330,Industrials,Electrical Equipment & Parts,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Davin Sons Retail Limited,,INE0Q2L01013,544331,Industrials,Conglomerates,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
FABTECH TECHNOLOGIES CLEANROOMS LIMITED,,INE0HSD01011,544332,Industrials,Building Products & Equipment,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Indobell Insulations Limited,,INE0FK501019,544334,Basic Materials,Specialty Chemicals,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
B.R.GOYAL INFRASTRUCTURE LIMITED,,INE00ST01011,544335,Industrials,Engineering & Construction,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Avax Apparels and Ornaments Limited,,INE0NQ401024,544337,Consumer Cyclical,Apparel Manufacturing,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Rikhav Securities Limited,,INE0CFH01028,544340,Financial Services,Capital Markets,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,15,,15,15,Low,100,0,0,0,None,100,Excellent,Medium
LANDMARK GLOBAL LEARNING LIMITED,,INE12QA01010,544341,Industrials,Consulting Services,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
CAPITALNUMBERS INFOTECH  LIMITED,,INE0WXM01011,544343,Technology,Information Technology Services,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
RDB Real Estate Constructions Limited,,INE0AK901016,544346,Real Estate,Real Estate Services,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Khyati Global Ventures Limited,,INE0S9501014,544270,Consumer Defensive,Packaged Foods,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
SRIGEE DLM LIMITED,,INE0RJ901010,544399,Consumer Defensive,Household & Personal Products,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Manoj Jewellers Limited,,INE0MV001018,544400,Consumer Cyclical,Luxury Goods,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
BARODA BNP PARIBAS MUTUAL FUND,,INF251K01TL6,544196,Financial Services,Banks,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,15,,15,15,Low,100,0,0,0,None,100,Excellent,Medium
DSP Mutual Fund,,INF740KA1VE5,544352,Industrials,Conglomerates,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Amwill Health Care Limited,,INE0U2L01017,544353,Healthcare,Medical Distribution,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
3B FILMS LIMITED,,INE0TE101010,544412,Basic Materials,Specialty Chemicals,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
COVANCE SOFTSOL LIMITED,,INE0R8101016,544361,Technology,Information Technology Services,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
SHANMUGA HOSPITAL LIMITED,,INE0TD301017,544365,Healthcare,Medical Care Facilities,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
L.K.MEHTA POLYMERS LIMITED,,INE0FFF01017,544366,Basic Materials,Specialty Chemicals,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Swasth Foodtech India Limited,,INE0TIR01017,544368,Consumer Defensive,Packaged Foods,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Beezaasan Explotech Limited,,INE13VU01016,544369,Basic Materials,Specialty Chemicals,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
NUKLEUS OFFICE SOLUTIONS LIMITED,,INE0VYX01018,544370,Industrials,Specialty Business Services,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
VIKRAM AROMA LIMITED,,INE0NR501012,544371,Basic Materials,Specialty Chemicals,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
SHREENATH PAPER PRODUCTS LIMITED,,INE0RXS01018,544372,Basic Materials,Paper & Paper Products,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
NAPS Global India Limited,,INE0VNH01014,544373,Consumer Cyclical,Textile Manufacturing,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Mirae Asset Mutual Fund,,INF769K01ON4,544376,Industrials,Conglomerates,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Mirae Asset Mutual Fund,,INF769K01OA1,544377,Industrials,Conglomerates,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
PDP Shipping & Projects Limited,,INE0ABU01016,544378,Industrials,Integrated Freight & Logistics,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Super Iron Foundry Limited,,INE16IQ01014,544381,Industrials,Metal Fabrication,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Axis Mutual Fund,,INF846KA1119,544382,Industrials,Conglomerates,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
PARADEEP PARIVAHAN LIMITED,,INE0SMW01011,544383,Industrials,Integrated Freight & Logistics,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
SBI Mutual Fund,,INF200KB1712,544385,Financial Services,Banks,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,15,,15,15,Low,100,0,0,0,None,100,Excellent,Medium
Desco Infratech Limited,,INE0TGG01014,544387,Industrials,Engineering & Construction,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Identixweb Limited,,INE0PA401012,544388,Technology,Software—Application,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Retaggio Industries Limited,,INE0KWJ01014,544391,Consumer Cyclical,Luxury Goods,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
